polygon_id,area_ha,road_distance_m,village_distance_m,waterway_distance_m,protected_area,vulnerability_score,disturbance_score,risk_score,risk_class,reforestation_suitability,reforestation_priority
16,1.5118885477857862,3466.110789273571,9479.748087528806,3510.855091978231,True,0.4482648814736926,0.0363268800096013,0.3422958807416469,Low,Moderately Suitable,Low
17,0.3043655873784676,1535.116364352694,9464.672037737211,3077.9097804807693,True,0.5504286452132426,0.0050811845970789,0.3777549149051608,Low,Moderately Suitable,Low
18,0.7559649607752438,2154.732161125137,9365.188414306454,2307.5733754208945,True,0.5430794994089767,0.0167667068871743,0.3799231031480755,Low,Moderately Suitable,Low
19,0.5596001748005784,2539.7303872018297,6089.739356579338,425.5089435426887,True,0.6763316465210157,0.01168559912071,0.4440086228208629,Moderate,Suitable,Medium
20,7.36318792680945,2377.8365038947536,5894.492617612965,515.9968776642743,True,0.6880836832135298,0.187734285217684,0.5379089842156068,High,Suitable,High
21,1.8064780175862445,2807.151879286572,6801.042603877331,2859.254192449569,True,0.58167985129919,0.0439496359711249,0.4128147436351574,Low,Moderately Suitable,Low
22,0.1669067096076607,728.730475042773,10281.904632527134,371.5367246772482,True,0.6277895659748334,0.0015243178811657,0.4146569419279996,Low,Suitable,Low
23,0.1079990124797063,569.8919564432232,10300.733930420976,418.5336342415965,True,0.6335406152210792,3.054066477145417e-08,0.416770322880872,Low,Suitable,Low
24,0.2061908033627117,31.79706961193619,8162.185382184828,4479.484452719007,True,0.6294502784491836,0.0025408276025322,0.4159955530258579,Low,Moderately Suitable,Low
25,0.1079988785169543,1009.7687800924558,7831.034805383517,2924.056476049125,True,0.6317132383906758,2.707426331781396e-08,0.4158566327324695,Low,Moderately Suitable,Low
26,10.456338754235022,668.6824765840322,7732.7235841105,2944.8711148565408,True,0.6504866209401102,0.2677722238636953,0.5591294224019028,High,Moderately Suitable,High
27,0.4614460764180056,659.9621804472595,4212.237274814376,531.0963981790783,True,0.8231426219786786,0.0091457773847174,0.516144199681698,Moderate,Suitable,Medium
28,0.1472696841694449,1344.3104314444925,3881.819168868946,8.985024852562551,False,0.8141700063881308,0.0010161929545445,0.4075930996713376,Low,Moderately Suitable,Low
29,0.107997832203401,1265.2231892321147,3887.13346624101,7.169842042638661,False,0.8177765263688744,0.0,0.4088882631844372,Low,Moderately Suitable,Low
30,2.120686358271497,871.045129550129,4085.1379449945753,298.3394873855411,False,0.8229285014621799,0.052080047094582,0.4375042742783809,Moderate,Moderately Suitable,Medium
31,0.1178163460736137,566.7779882792246,4112.357443849245,486.3808039892024,True,0.8318522947568232,0.0002540624930964,0.5160531786249598,Moderate,Suitable,Medium
32,0.1178161968478635,1134.9308443604489,3797.562499197749,61.64027684357836,False,0.8254984674937487,0.0002540586317517,0.4128762630627502,Low,Moderately Suitable,Low
33,1.0112548446393097,1210.3273923911345,3799.327652384601,69.18208182482185,False,0.8216986531152053,0.0233725522538115,0.4225356026845084,Low,Moderately Suitable,Low
34,0.5203569716568054,471.77721320653495,4015.995383030413,477.9043009425306,True,0.8396547507826002,0.0106701474790878,0.5251624491308441,High,Suitable,High
35,0.8443540305492281,872.5166733600524,3685.000930957726,86.24123302738333,False,0.8409256245861854,0.0190538501072274,0.4299897373467064,Moderate,Moderately Suitable,Medium
36,0.3141806005235683,432.4723379617128,3622.766787968873,513.4582545241118,False,0.8533443457732709,0.0053351565059015,0.4293397511395862,Moderate,Moderately Suitable,Medium
37,0.2650900689753679,566.2868182298594,3504.12718476942,460.7452241978632,False,0.8521361917902297,0.0040648967703214,0.4281005442802756,Moderate,Moderately Suitable,Medium
38,0.1767273121444086,224.1617284419517,3594.8842890043347,751.0199452157112,False,0.8583150485124337,0.0017784344203056,0.4300467414663697,Moderate,Moderately Suitable,Medium
